,timestamp,open,high,low,close,fx_daily_mean
0,2025-11-20,0.09839,0.09887,0.09776,0.09805,0.09827
1,2025-11-19,0.09912,0.09949,0.09804,0.09839,0.09876
2,2025-11-18,0.09919,0.09923,0.09857,0.09904,0.09901
3,2025-11-17,0.09927,0.09979,0.09879,0.09906,0.09923
4,2025-11-14,0.09993,0.1002,0.09896,0.09938,0.09962
5,2025-11-13,0.0993,0.1001,0.09906,0.09984,0.09958
6,2025-11-12,0.09957,0.09969,0.09903,0.0993,0.0994
7,2025-11-11,0.09886,0.09968,0.0986,0.09953,0.09917
8,2025-11-10,0.09866,0.09932,0.09828,0.09888,0.09878
9,2025-11-07,0.09803,0.09874,0.09787,0.09866,0.09832
10,2025-11-06,0.09791,0.09847,0.09767,0.09819,0.09806
11,2025-11-05,0.098,0.0982,0.0976,0.09791,0.09793
12,2025-11-04,0.09895,0.09916,0.09776,0.098,0.09847
13,2025-11-03,0.09905,0.09917,0.0985,0.09881,0.09888
14,2025-10-31,0.09948,0.09993,0.09872,0.09896,0.09927
15,2025-10-30,0.09991,0.10021,0.09898,0.09957,0.09967
16,2025-10-29,0.10024,0.10058,0.09958,0.09988,0.10007
17,2025-10-28,0.10024,0.10049,0.09978,0.1002,0.10018
18,2025-10-27,0.10031,0.10038,0.09979,0.1002,0.10017
19,2025-10-24,0.10033,0.10079,0.09976,0.10027,0.10029
20,2025-10-23,0.09986,0.10044,0.09968,0.10044,0.1001
21,2025-10-22,0.0996,0.10006,0.09933,0.09986,0.09971
22,2025-10-21,0.09965,0.09983,0.09918,0.09946,0.09953
23,2025-10-20,0.09956,0.09984,0.09916,0.09958,0.09954
24,2025-10-17,0.0994,0.09972,0.09886,0.09966,0.09941
25,2025-10-16,0.09923,0.1,0.09896,0.09932,0.09938
26,2025-10-15,0.09856,0.09941,0.0984,0.0993,0.09892
27,2025-10-14,0.09933,0.09949,0.0979,0.0985,0.0988
28,2025-10-13,0.09916,0.09986,0.09892,0.09924,0.0993
29,2025-10-10,0.09953,0.10022,0.09862,0.09908,0.09936
30,2025-10-09,0.10028,0.10044,0.09911,0.09949,0.09983
31,2025-10-08,0.10045,0.10056,0.09986,0.10028,0.10029
32,2025-10-07,0.10088,0.10095,0.10022,0.10045,0.10062
33,2025-10-06,0.10055,0.10102,0.10017,0.10088,0.10066
34,2025-10-03,0.10036,0.10118,0.10006,0.10068,0.10057
35,2025-10-02,0.10099,0.10138,0.09976,0.10041,0.10064
36,2025-10-01,0.10032,0.10109,0.09998,0.10093,0.10058
37,2025-09-30,0.10026,0.10055,0.1,0.10016,0.10024
38,2025-09-29,0.1005,0.1007,0.10015,0.10035,0.10042
39,2025-09-26,0.10034,0.10043,0.0995,0.10043,0.10018
40,2025-09-25,0.10111,0.10122,0.09943,0.09968,0.10036
41,2025-09-24,0.10132,0.10178,0.10039,0.10071,0.10105
42,2025-09-23,0.1009,0.10165,0.10062,0.10125,0.1011
43,2025-09-22,0.10078,0.10208,0.10045,0.10091,0.10106
44,2025-09-19,0.10126,0.10152,0.10033,0.10074,0.10096
45,2025-09-18,0.10209,0.10241,0.10099,0.10126,0.10169
46,2025-09-17,0.10261,0.1029,0.10173,0.10199,0.10231
47,2025-09-16,0.10193,0.10271,0.10152,0.10257,0.10218
48,2025-09-15,0.10173,0.10203,0.10126,0.10182,0.10171
49,2025-09-12,0.1015,0.10177,0.10082,0.10168,0.10144
50,2025-09-11,0.10079,0.10165,0.10043,0.10155,0.1011
51,2025-09-10,0.10035,0.10133,0.10006,0.1008,0.10064
52,2025-09-09,0.10043,0.10074,0.10007,0.1002,0.10036
53,2025-09-08,0.09975,0.10046,0.09958,0.10038,0.10004
54,2025-09-05,0.09921,0.10012,0.099,0.09972,0.09951
55,2025-09-04,0.09983,0.09983,0.09877,0.09921,0.09941
56,2025-09-03,0.0998,0.10007,0.09939,0.09961,0.09972
57,2025-09-02,0.10003,0.10038,0.09921,0.09966,0.09982
58,2025-09-01,0.09989,0.10025,0.09932,0.10003,0.09987
59,2025-08-29,0.0995,0.09969,0.09915,0.09961,0.09949
60,2025-08-28,0.09936,0.09964,0.09901,0.09942,0.09936
61,2025-08-27,0.09873,0.09939,0.09815,0.09926,0.09888
62,2025-08-26,0.09884,0.09912,0.09814,0.09875,0.09871
63,2025-08-25,0.09963,0.09989,0.09855,0.09882,0.09922
64,2025-08-22,0.09838,0.09972,0.09769,0.09945,0.09881
65,2025-08-21,0.09778,0.09853,0.0976,0.09833,0.09806
66,2025-08-20,0.09745,0.09788,0.09701,0.09777,0.09753
