,timestamp,open,high,low,close,fx_daily_mean
0,2025-11-20,0.12837,0.12853,0.12837,0.12848,0.12844
1,2025-11-19,0.12846,0.12848,0.12832,0.12836,0.1284
2,2025-11-18,0.12863,0.12865,0.12843,0.12846,0.12854
3,2025-11-17,0.12865,0.12868,0.12862,0.12863,0.12864
4,2025-11-14,0.12868,0.12873,0.12864,0.12865,0.12867
5,2025-11-13,0.12868,0.12873,0.12867,0.12868,0.12869
6,2025-11-12,0.12866,0.12872,0.12866,0.12868,0.12868
7,2025-11-11,0.12865,0.12869,0.12863,0.12866,0.12866
8,2025-11-10,0.12859,0.12866,0.12857,0.12865,0.12862
9,2025-11-07,0.12862,0.12864,0.12857,0.12859,0.1286
10,2025-11-06,0.12863,0.12865,0.1286,0.12861,0.12862
11,2025-11-05,0.12863,0.12865,0.1286,0.12863,0.12863
12,2025-11-04,0.12866,0.12867,0.12862,0.12863,0.12865
13,2025-11-03,0.12869,0.12869,0.12864,0.12866,0.12867
14,2025-10-31,0.12871,0.12875,0.12866,0.12869,0.1287
15,2025-10-30,0.12868,0.12876,0.12868,0.12871,0.12871
16,2025-10-29,0.12871,0.12874,0.12868,0.12868,0.1287
17,2025-10-28,0.12874,0.12876,0.1287,0.12871,0.12873
18,2025-10-27,0.12871,0.12876,0.1287,0.12873,0.12872
19,2025-10-24,0.12868,0.12873,0.12865,0.12871,0.12869
20,2025-10-23,0.12867,0.12872,0.12864,0.12868,0.12868
21,2025-10-22,0.12867,0.12873,0.12863,0.12867,0.12867
22,2025-10-21,0.12874,0.12877,0.12866,0.12867,0.12871
23,2025-10-20,0.12875,0.12877,0.12868,0.12874,0.12873
24,2025-10-17,0.1287,0.12877,0.12868,0.12874,0.12872
25,2025-10-16,0.12863,0.1287,0.12861,0.12869,0.12866
26,2025-10-15,0.12865,0.12867,0.12857,0.12863,0.12863
27,2025-10-14,0.12853,0.12865,0.12853,0.12864,0.12859
28,2025-10-13,0.1285,0.12861,0.12849,0.12853,0.12853
29,2025-10-10,0.12851,0.12854,0.12848,0.1285,0.12851
30,2025-10-09,0.12851,0.12856,0.12849,0.12851,0.12852
31,2025-10-08,0.12848,0.12853,0.12846,0.1285,0.12849
32,2025-10-07,0.12849,0.12851,0.12847,0.12848,0.12849
33,2025-10-06,0.12852,0.12853,0.12847,0.12849,0.1285
34,2025-10-03,0.12849,0.12854,0.12848,0.12852,0.12851
35,2025-10-02,0.12851,0.12855,0.12848,0.12849,0.12851
36,2025-10-01,0.12849,0.12852,0.12849,0.12851,0.1285
37,2025-09-30,0.12848,0.12856,0.12845,0.12849,0.1285
38,2025-09-29,0.12855,0.12857,0.12846,0.12848,0.12852
39,2025-09-26,0.12849,0.12857,0.12846,0.12855,0.12852
40,2025-09-25,0.12856,0.12865,0.12847,0.12849,0.12854
41,2025-09-24,0.1286,0.12865,0.12856,0.12856,0.12859
42,2025-09-23,0.12871,0.12872,0.12859,0.1286,0.12866
43,2025-09-22,0.12862,0.12878,0.12862,0.1287,0.12868
44,2025-09-19,0.12858,0.12864,0.12855,0.12862,0.1286
45,2025-09-18,0.12856,0.12866,0.12856,0.12857,0.12859
46,2025-09-17,0.12853,0.12865,0.12851,0.12856,0.12856
47,2025-09-16,0.12854,0.12859,0.12849,0.12853,0.12854
48,2025-09-15,0.12853,0.12865,0.1285,0.12854,0.12855
49,2025-09-12,0.12839,0.1286,0.12838,0.12853,0.12848
50,2025-09-11,0.12839,0.12843,0.12835,0.12839,0.12839
51,2025-09-10,0.12839,0.12844,0.12834,0.12839,0.12839
52,2025-09-09,0.12832,0.12844,0.12831,0.12839,0.12836
53,2025-09-08,0.12826,0.12836,0.12822,0.12832,0.12829
54,2025-09-05,0.12819,0.12829,0.12814,0.12826,0.12822
55,2025-09-04,0.12821,0.12827,0.12817,0.12819,0.12821
56,2025-09-03,0.12809,0.12823,0.128,0.12821,0.12813
57,2025-09-02,0.12826,0.12827,0.12807,0.12809,0.12817
58,2025-09-01,0.12825,0.12837,0.12824,0.12826,0.12828
59,2025-08-29,0.1283,0.12845,0.12825,0.12825,0.12831
60,2025-08-28,0.12845,0.12848,0.12825,0.12831,0.12837
61,2025-08-27,0.12833,0.12861,0.12829,0.12844,0.12842
62,2025-08-26,0.12802,0.12833,0.12799,0.12832,0.12816
