,timestamp,open,high,low,close,fx_daily_mean
0,2025-11-20,0.71179,0.7124,0.70887,0.70942,0.71062
1,2025-11-19,0.71495,0.71526,0.71098,0.71174,0.71323
2,2025-11-18,0.71159,0.71587,0.71114,0.715,0.7134
3,2025-11-17,0.71296,0.71378,0.71139,0.71164,0.71244
4,2025-11-14,0.71256,0.71367,0.712,0.71327,0.71288
5,2025-11-13,0.71418,0.71515,0.7124,0.71266,0.7136
6,2025-11-12,0.71367,0.71495,0.71317,0.71403,0.71396
7,2025-11-11,0.71311,0.71434,0.7122,0.71352,0.71329
8,2025-11-10,0.7121,0.71434,0.71179,0.71342,0.71291
9,2025-11-07,0.70857,0.71301,0.70791,0.7119,0.71035
10,2025-11-06,0.70902,0.70982,0.70721,0.70842,0.70862
11,2025-11-05,0.70917,0.70942,0.70721,0.70897,0.70869
12,2025-11-04,0.71149,0.71169,0.70887,0.70907,0.71028
13,2025-11-03,0.71413,0.71413,0.71048,0.71149,0.71256
14,2025-10-31,0.7151,0.71551,0.7125,0.71378,0.71422
15,2025-10-30,0.71731,0.71818,0.71357,0.71505,0.71603
16,2025-10-29,0.7171,0.7202,0.71664,0.71726,0.7178
17,2025-10-28,0.71485,0.71777,0.71403,0.71705,0.71592
18,2025-10-27,0.71439,0.71597,0.71378,0.7148,0.71473
19,2025-10-24,0.7149,0.71582,0.7123,0.71454,0.71439
20,2025-10-23,0.71474,0.71546,0.71408,0.71485,0.71478
21,2025-10-22,0.71332,0.71562,0.71266,0.71464,0.71406
22,2025-10-21,0.71261,0.71423,0.71098,0.71322,0.71276
23,2025-10-20,0.71317,0.71408,0.71169,0.71245,0.71285
24,2025-10-17,0.71179,0.71398,0.71088,0.71327,0.71248
25,2025-10-16,0.7123,0.71327,0.71124,0.71169,0.71212
26,2025-10-15,0.7121,0.71301,0.71129,0.71215,0.71214
27,2025-10-14,0.7125,0.71301,0.71028,0.71215,0.71198
28,2025-10-13,0.71429,0.71546,0.7123,0.7125,0.71364
29,2025-10-10,0.71337,0.71562,0.71256,0.71408,0.71391
30,2025-10-09,0.71685,0.71782,0.71261,0.71337,0.71516
31,2025-10-08,0.717,0.71788,0.71577,0.71685,0.71688
32,2025-10-07,0.71731,0.71757,0.71623,0.7169,0.717
33,2025-10-06,0.71695,0.71752,0.71597,0.71726,0.71692
34,2025-10-03,0.71603,0.71752,0.71587,0.71695,0.71659
35,2025-10-02,0.71767,0.71788,0.715,0.71603,0.71664
36,2025-10-01,0.71855,0.71922,0.71649,0.71767,0.71798
37,2025-09-30,0.7188,0.71974,0.71762,0.71839,0.71864
38,2025-09-29,0.71721,0.71942,0.717,0.71886,0.71812
39,2025-09-26,0.71762,0.71839,0.71644,0.71726,0.71743
40,2025-09-25,0.71979,0.72036,0.7169,0.71736,0.7186
41,2025-09-24,0.72296,0.72307,0.71911,0.71979,0.72123
42,2025-09-23,0.72375,0.72416,0.72207,0.72291,0.72322
43,2025-09-22,0.72548,0.72616,0.72301,0.72369,0.72458
44,2025-09-19,0.72495,0.72643,0.72333,0.72569,0.7251
45,2025-09-18,0.72611,0.72659,0.72416,0.72501,0.72547
46,2025-09-17,0.72791,0.7287,0.72532,0.72606,0.727
47,2025-09-16,0.72601,0.72828,0.72558,0.72791,0.72694
48,2025-09-15,0.72213,0.72653,0.72213,0.72585,0.72416
49,2025-09-12,0.72307,0.72322,0.72135,0.7226,0.72256
50,2025-09-11,0.72145,0.72343,0.71994,0.72312,0.72198
51,2025-09-10,0.72254,0.72317,0.72103,0.7214,0.72204
52,2025-09-09,0.72448,0.72511,0.72155,0.72244,0.7234
53,2025-09-08,0.72354,0.72537,0.72233,0.72464,0.72397
54,2025-09-05,0.72385,0.72696,0.72181,0.72312,0.72394
